player,surface,tour,serve_win_pct,return_win_pct,match_num
Alize Cornet,Clay,WTA,0.5300891743221848,0.4467784405767274,23
Alize Cornet,Grass,WTA,0.5949195498634712,0.4473050397108075,18
Alize Cornet,Hard,WTA,0.5549744597201078,0.4384270951368469,50
Aljaz Bedene,Clay,ATP,0.6051687691783157,0.3709690487765354,8
Aljaz Bedene,Grass,ATP,0.6390243902439025,0.2964824120603014,2
Aljaz Bedene,Hard,ATP,0.6258064516129033,0.2883895131086142,3
Allie Kiick,Clay,WTA,0.3673469387755102,0.3409090909090909,1
Altug Celikbilek,Hard,ATP,0.6629996826316734,0.3900843348643176,5
Alvaro Guillen Meza,Clay,ATP,0.5862068965517241,0.437037037037037,1
Alvaro Lopez San Martin,Clay,ATP,0.5079365079365079,0.2444444444444444,1
Alycia Parks,Clay,WTA,0.489309025263623,0.4021926322882932,11
Alycia Parks,Grass,WTA,0.5642478885097446,0.3687472951829288,8
Alycia Parks,Hard,WTA,0.5904083114063152,0.3910474405869615,35
Amanda Anisimova,Clay,WTA,0.54512775371065,0.4373777543875946,24
Amanda Anisimova,Grass,WTA,0.5719131946995861,0.3784133371658522,8
Amanda Anisimova,Hard,WTA,0.5810826059383979,0.4196129753489075,49
Amandine Hesse,Clay,WTA,0.5048543689320388,0.3943661971830986,1
Amarissa Kiara Toth,Clay,WTA,0.4415395108121481,0.4149596002055018,3
Amelia Rajecki,Grass,WTA,0.5588235294117647,0.3529411764705882,1
Amina Anshba,Hard,WTA,0.4569230769230769,0.4282828282828282,2
Amr Elsayed Abdou Ahmed Mohamed,Clay,ATP,0.6778083028083028,0.4305555555555555,2
Ana Bogdan,Clay,WTA,0.5616970831163522,0.4668986143385608,30
Ana Bogdan,Grass,WTA,0.6172253722255719,0.4365474055995738,9
Ana Bogdan,Hard,WTA,0.5759234268562178,0.4350797220665468,35
Ana Konjuh,Clay,WTA,0.5662592309651133,0.4881470730527334,6
Ana Konjuh,Hard,WTA,0.5585339555603563,0.3758954003312023,16
Ana Sofia Sanchez,Hard,WTA,0.4593023255813954,0.4046389287422286,3
Anastasia Gasanova,Clay,WTA,0.5099337748344371,0.3658536585365853,2
Anastasia Gasanova,Grass,WTA,0.5079365079365079,0.3950617283950617,2
Anastasia Gasanova,Hard,WTA,0.5389035892274476,0.4670789947545604,6
Anastasia Pavlyuchenkova,Clay,WTA,0.5385993825522866,0.4730494148316003,22
Anastasia Pavlyuchenkova,Grass,WTA,0.6462302227962544,0.3741258741258741,3
Anastasia Pavlyuchenkova,Hard,WTA,0.600734156546054,0.4358689242684159,50
Anastasia Potapova,Clay,WTA,0.5396684018021517,0.4508790090639387,36
Anastasia Potapova,Grass,WTA,0.5905054316538116,0.4167681193332189,14
Anastasia Potapova,Hard,WTA,0.544621291903243,0.4500026514707307,86
Anastasia Tikhonova,Clay,WTA,0.5102040816326531,0.384225352112676,2
Anastasia Tikhonova,Grass,WTA,0.5280898876404494,0.4157303370786517,1
Anastasia Tikhonova,Hard,WTA,0.4403669724770642,0.3548387096774194,2
Anastasia Zakharova,Hard,WTA,0.5405386694925517,0.4215435156961075,12
Anastasija Sevastova,Hard,WTA,0.5765241387935257,0.450368629954696,9
Anastasiya Soboleva,Clay,WTA,0.4313725490196078,0.472972972972973,1
Anastasiya Soboleva,Hard,WTA,0.4851485148514851,0.4057971014492754,1
Anca Alexia Todoni,Clay,WTA,0.5691797845898923,0.4396707036332699,5
Anca Alexia Todoni,Grass,WTA,0.5958882611424984,0.3822695035460993,2
Anca Alexia Todoni,Hard,WTA,0.5774647887323944,0.28125,1
Andre Lukosiute,Hard,WTA,0.5774647887323944,0.5871886120996441,4
Andrea Collarini,Clay,ATP,0.5692307692307692,0.2549019607843137,1
Andrea Pellegrino,Clay,ATP,0.5285714285714286,0.3809523809523809,1
Andrea Petkovic,Clay,WTA,0.5726363008971704,0.4282173645320197,6
Andrea Petkovic,Grass,WTA,0.5708633349967919,0.3949846211788337,4
Andrea Petkovic,Hard,WTA,0.571532634032634,0.4013871930538597,9
Andrea Vavassori,Clay,ATP,0.6192263632274847,0.3557997512943113,15
Andrea Vavassori,Grass,ATP,0.6081150487930149,0.1585507246376811,2
Andrea Vavassori,Hard,ATP,0.7163865546218487,0.3701015965166908,2
Andreas Seppi,Grass,ATP,0.6416666666666667,0.1891891891891891,1
Andreas Seppi,Hard,ATP,0.596141716674776,0.3644637294170004,6
Andreea Prisacariu,Hard,WTA,0.25,0.3170731707317072,1
Andrej Martin,Clay,ATP,0.5901639344262295,0.2909090909090909,1
Andrej Nedic,Hard,ATP,0.5714285714285714,0.3802816901408451,1
Andres Andrade,Clay,ATP,0.6049382716049383,0.3943661971830986,1
Andres Andrade,Hard,ATP,0.6793650793650794,0.4108398076211617,2
Andres Martin,Hard,ATP,0.5702879085956416,0.2745179339505723,4
Andrey Kuznetsov,Clay,ATP,0.5166666666666667,0.4363636363636364,1
Andrey Kuznetsov,Hard,ATP,0.5208333333333334,0.2553191489361702,1
Andrey Rublev,Clay,ATP,0.6421541999237431,0.38223643389322,61
Andrey Rublev,Grass,ATP,0.6368922929213581,0.3250300511196901,13
Andrey Rublev,Hard,ATP,0.6621066413505307,0.3570981571303666,147
Andy Murray,Clay,ATP,0.6243323791997848,0.3454858070710037,7
Andy Murray,Grass,ATP,0.672718288210703,0.3526076244573711,16
Andy Murray,Hard,ATP,0.6401814106501181,0.3658955388132645,71
Anett Kontaveit,Clay,WTA,0.5611851179094564,0.4768325780844943,14
Anett Kontaveit,Grass,WTA,0.5619503429171835,0.382018193031144,4
Anett Kontaveit,Hard,WTA,0.5999733707551548,0.3985410680530638,39
Angela Fita Boluda,Clay,WTA,0.5150936533915257,0.4106837606837607,3
Angelina Gabueva,Clay,WTA,0.4668421052631579,0.3068760611205433,2
Angelique Kerber,Clay,WTA,0.5686611706437581,0.4359952894882476,22
Angelique Kerber,Grass,WTA,0.5993531478280265,0.4016278899392194,9
Angelique Kerber,Hard,WTA,0.5225377874062458,0.4640813422498103,18
Anhelina Kalinina,Clay,WTA,0.5491749230392841,0.4429627052547448,39
Anhelina Kalinina,Grass,WTA,0.5788865983341689,0.4158128239361085,21
Anhelina Kalinina,Hard,WTA,0.5503807441900354,0.4328719269052484,75
Ankita Raina,Clay,WTA,0.5558185404339251,0.4781351483606922,5
Ankita Raina,Hard,WTA,0.505460122973329,0.425014104765674,8
Ann Li,Clay,WTA,0.5708367839889579,0.4294753301580591,4
Ann Li,Grass,WTA,0.5538874807738134,0.354679802955665,7
Ann Li,Hard,WTA,0.5576210308126788,0.4426512666115923,31
Anna Blinkova,Clay,WTA,0.5121703033868003,0.4110678678311006,23
Anna Blinkova,Grass,WTA,0.5436017559385883,0.4563394870040917,16
Anna Blinkova,Hard,WTA,0.5389480825898113,0.4256529622597125,61
Anna Bondar,Clay,WTA,0.5855285849395808,0.4383300447673752,40
Anna Bondar,Grass,WTA,0.6085841694537346,0.3686483739837398,3
Anna Bondar,Hard,WTA,0.5778470877725832,0.4004049312242762,38
Anna Danilina,Clay,WTA,0.4754098360655737,0.3773584905660377,1
Anna Danilina,Hard,WTA,0.4129464285714286,0.3212048513927762,4
Anna Kalinskaya,Clay,WTA,0.5605814345133736,0.4240659870410381,21
Anna Kalinskaya,Grass,WTA,0.5889760822920611,0.4137269316364647,14
Anna Kalinskaya,Hard,WTA,0.5759453166425519,0.434870244171762,75
Anna Karolina Schmiedlova,Clay,WTA,0.5321120270667322,0.4616554234925592,38
Anna Karolina Schmiedlova,Grass,WTA,0.526260441432898,0.3902446086946399,4
Anna Karolina Schmiedlova,Hard,WTA,0.538102206630373,0.4317322914050267,42
Anna Lena Friedsam,Clay,WTA,0.5803854535249774,0.4178875056071405,8
Anna Lena Friedsam,Grass,WTA,0.5919540229885057,0.3108108108108108,2
Anna Lena Friedsam,Hard,WTA,0.5608017752139518,0.4225309265974039,17
Anna Siskova,Clay,WTA,0.5607287449392713,0.4489389920424403,2
Anthony Susanto,Hard,ATP,0.495049504950495,0.2736842105263157,2
Antoine Bellier,Grass,ATP,0.6242732558139534,0.300805152979066,4
Antoine Bellier,Hard,ATP,0.6294983391757585,0.3253948074695595,3
Antoine Escoffier,Hard,ATP,0.5205479452054794,0.4117647058823529,1
Antonia Ruzic,Hard,WTA,0.4864285714285714,0.4140995981979788,5
Antonia Samudio,Clay,WTA,0.275,0.3902439024390244,1
Aoi Ito,Hard,WTA,0.5561492411909887,0.4104787745569446,5
Aqeel Khan,Grass,ATP,0.6833009583009583,0.2370476875149772,3
Aqeel Khan,Hard,ATP,0.654320987654321,0.419753086419753,1
Arantxa Rus,Clay,WTA,0.5630012751385632,0.4462472239026498,35
Arantxa Rus,Grass,WTA,0.6014594572486684,0.3530917743441462,6
Arantxa Rus,Hard,WTA,0.598088756809677,0.4303855423216163,43
Arianne Hartono,Clay,WTA,0.4601226993865031,0.4593023255813954,2
Arianne Hartono,Grass,WTA,0.5118598382749326,0.3774122807017543,2
Arianne Hartono,Hard,WTA,0.5406352232775111,0.4435868929097619,15
Arina Rodionova,Clay,WTA,0.5476190476190477,0.3387096774193548,1
Arina Rodionova,Grass,WTA,0.5692307692307692,0.3389830508474576,1
Arina Rodionova,Hard,WTA,0.5309305888622435,0.3937383766355243,11
Aristotelis Thanos,Clay,ATP,0.6714285714285714,0.4375,1
Aristotelis Thanos,Hard,ATP,0.5578231292517006,0.3006654567453115,2
Arjun Kadhe,Hard,ATP,0.5648854961832062,0.2857142857142857,1
Arthur Cazaux,Clay,ATP,0.5532773651921215,0.3259977266986613,3
Arthur Cazaux,Grass,ATP,0.6458295530151817,0.2478501773049645,3
Arthur Cazaux,Hard,ATP,0.6449225945522241,0.338395897922149,20
Arthur Fery,Grass,ATP,0.567646884448924,0.3581026388214344,2
Arthur Fils,Clay,ATP,0.609634096152515,0.3907928252418023,32
Arthur Fils,Grass,ATP,0.6265771410665248,0.3184247510924307,11
Arthur Fils,Hard,ATP,0.6498892534895773,0.3390811722827386,64
Arthur Rinderknech,Clay,ATP,0.6508105746087016,0.3362950408649265,22
Arthur Rinderknech,Grass,ATP,0.6664157961020152,0.3194654843125742,16
Arthur Rinderknech,Hard,ATP,0.6601950175200969,0.32581365526675,81
Aryna Sabalenka,Clay,WTA,0.5906555310506589,0.4250612517885359,50
Aryna Sabalenka,Grass,WTA,0.6038927626527836,0.409919785911349,16
Aryna Sabalenka,Hard,WTA,0.5904315221173794,0.43330243276397,127
Ashleigh Barty,Hard,WTA,0.7064516129032258,0.4690966719492868,11
Ashlyn Krueger,Clay,WTA,0.577683615819209,0.4709097598149997,7
Ashlyn Krueger,Grass,WTA,0.6347232775459027,0.3904265346691967,8
Ashlyn Krueger,Hard,WTA,0.5625891761777324,0.4155388089627214,43
Asia Muhammad,Clay,WTA,0.5784313725490197,0.4426229508196722,1
Asia Muhammad,Hard,WTA,0.553592168574747,0.334783588183943,5
Aslan Karatsev,Clay,ATP,0.6118567115154641,0.3812142550786285,30
Aslan Karatsev,Grass,ATP,0.6460182581567208,0.3229079702138658,9
Aslan Karatsev,Hard,ATP,0.6505300533025852,0.3576184835070459,61
Astra Sharma,Clay,WTA,0.5903678504221241,0.4297402319429892,14
Astra Sharma,Grass,WTA,0.5542168674698795,0.3636363636363636,1
Astra Sharma,Hard,WTA,0.5096259731589178,0.3991651511574512,9
Attila Balazs,Clay,ATP,0.4073748902546092,0.3343454790823212,2
Attila Balazs,Grass,ATP,0.4523809523809524,0.25,1
Attila Balazs,Hard,ATP,0.3492063492063492,0.2592592592592593,1
August Holmgren,Clay,ATP,0.7259615384615384,0.3382601351351351,2
Aurora Zantedeschi,Clay,WTA,0.4931506849315068,0.38,1
Aya El Aouni,Clay,WTA,0.4580701754385965,0.3627069133398247,2
Ayla Aksu,Clay,WTA,0.5,0.3934426229508196,1
Aziz Dougaz,Clay,ATP,0.6287784679089027,0.4216720779220779,3
Aziz Dougaz,Hard,ATP,0.6629213483146067,0.4204545454545454,1
Barbara Gatica,Hard,WTA,0.5695078640284119,0.5640394088669951,4
Barbora Krejcikova,Clay,WTA,0.5624368674423211,0.4522596218534181,21
Barbora Krejcikova,Grass,WTA,0.6288583342036133,0.3826899911980412,22
Barbora Krejcikova,Hard,WTA,0.5881023688980062,0.4301141917503044,84
Barbora Palicova,Clay,WTA,0.5161290322580645,0.4155844155844156,1
Barbora Palicova,Hard,WTA,0.4510431484115694,0.3873626373626374,2
Barbora Strycova,Clay,WTA,0.497690736299849,0.4923145325203252,3
Barbora Strycova,Grass,WTA,0.5981993029559829,0.45,4
Barbora Strycova,Hard,WTA,0.6037735849056604,0.3726708074534162,2
Beatrice Gumulya,Clay,WTA,0.4354838709677419,0.3859649122807017,3
Beatriz Haddad Maia,Clay,WTA,0.5477596892365221,0.4398412981637076,32
Beatriz Haddad Maia,Grass,WTA,0.6166306904213089,0.3898253895076415,27
Beatriz Haddad Maia,Hard,WTA,0.5850232960978956,0.4208758724397143,114
Beibit Zhukayev,Hard,ATP,0.6459157756629968,0.3256608061389164,8
Belinda Bencic,Clay,WTA,0.6002148033723271,0.4361814384189981,23
Belinda Bencic,Grass,WTA,0.6217827445088309,0.3866374268385556,13
Belinda Bencic,Hard,WTA,0.5955904515599958,0.4205521737590915,64
Ben Shelton,Clay,ATP,0.6371864231141389,0.3410723596033662,21
Ben Shelton,Grass,ATP,0.6877461378576568,0.3247861993686539,13
Ben Shelton,Hard,ATP,0.6880290315663661,0.3156739430556292,89
Benedict Badza,Hard,ATP,0.6829268292682927,0.3734939759036144,1
Benjamin Balleret,Clay,ATP,0.5896226415094339,0.3571428571428571,2
Benjamin Bonzi,Clay,ATP,0.5984248916912234,0.3621705635213265,11
Benjamin Bonzi,Grass,ATP,0.6647063736910309,0.3110336338963282,14
Benjamin Bonzi,Hard,ATP,0.6555074540626539,0.3663553337244961,60
Benjamin Hassan,Clay,ATP,0.6670230966638152,0.3691177401988726,7
Benjamin Hassan,Hard,ATP,0.5835051546391752,0.2658333333333333,3
Benjamin Lock,Hard,ATP,0.625,0.3263157894736842,2
Benoit Paire,Clay,ATP,0.5944772261192324,0.3719750771033623,15
Benoit Paire,Grass,ATP,0.5858008100147275,0.3723681395917369,4
Benoit Paire,Hard,ATP,0.5864698923793296,0.3449460584613127,16
Berfu Cengiz,Clay,WTA,0.4583333333333333,0.3399999999999999,1
Bernabe Zapata Miralles,Clay,ATP,0.5639773923045486,0.3943628817051037,48
Bernabe Zapata Miralles,Grass,ATP,0.6082409200258171,0.2876790930588399,4
Bernabe Zapata Miralles,Hard,ATP,0.5777215812475509,0.3723846162987038,26
Bernarda Pera,Clay,WTA,0.5415956638712712,0.4538186889343809,37
Bernarda Pera,Grass,WTA,0.5760956383500744,0.3593861407355954,9
Bernarda Pera,Hard,WTA,0.5801802662371193,0.4208863844213651,50
Bethanie Mattek Sands,Hard,WTA,0.3260869565217391,0.4634146341463414,1
Bianca Andreescu,Clay,WTA,0.5503015657969914,0.4230071855173758,21
Bianca Andreescu,Grass,WTA,0.6048164075547567,0.3992378102998493,25
Bianca Andreescu,Hard,WTA,0.5671889541565848,0.4421185479282809,37
Billy Harris,Grass,ATP,0.669987038415929,0.2855287301816382,10
Billy Harris,Hard,ATP,0.6462191621182434,0.3177394125047202,5
Bjorn Fratangelo,Clay,ATP,0.5454545454545454,0.2727272727272727,1
Bjorn Fratangelo,Hard,ATP,0.6065573770491803,0.196078431372549,1
Blaise Bicknell,Clay,ATP,0.6145833333333333,0.3752232142857143,2
Blaise Bicknell,Hard,ATP,0.6495726495726496,0.5798319327731092,2
Blaz Rola,Clay,ATP,0.6,0.3095238095238095,1
Bor Artnak,Clay,ATP,0.5679012345679012,0.2777777777777778,1
Boris Arias,Clay,ATP,0.7547169811320755,0.4142857142857142,1
Borna Coric,Clay,ATP,0.631329182810482,0.3558165589831885,29
Borna Coric,Grass,ATP,0.6442605533624951,0.318950242677936,5
Borna Coric,Hard,ATP,0.6543105542493345,0.3559800844646479,64
Borna Gojo,Clay,ATP,0.6565238712132856,0.3292395787590959,3
Borna Gojo,Grass,ATP,0.6782178217821783,0.2641509433962264,2
Borna Gojo,Hard,ATP,0.6540078610560732,0.338318734111417,22
Botic Van De Zandschulp,Clay,ATP,0.5912785040622524,0.4053805221308376,39
Botic Van De Zandschulp,Grass,ATP,0.6271439776578535,0.3695668577361553,17
Botic Van De Zandschulp,Hard,ATP,0.6265322273724601,0.3674161620010594,99
Boyoung Jeong,Hard,WTA,0.4912280701754385,0.4725274725274725,1
Bradley Klahn,Hard,ATP,0.5612972202423379,0.2176470588235294,2
Brandon Holt,Hard,ATP,0.5901764380042438,0.3330576078438045,9
Brandon Nakashima,Clay,ATP,0.6461917640496158,0.3740365852406408,23
Brandon Nakashima,Grass,ATP,0.673585645756927,0.3422030450166333,24
Brandon Nakashima,Hard,ATP,0.6769507627217664,0.3373062623392364,94
Branko Djuric,Hard,ATP,0.5283018867924528,0.1578947368421053,1
Brayden Schnur,Hard,ATP,0.5434782608695652,0.3199999999999999,1
Brenda Fruhvirtova,Clay,WTA,0.5224812963671638,0.446772316232429,5
Brenda Fruhvirtova,Grass,WTA,0.4626492106276473,0.4641495041952708,2
Brenda Fruhvirtova,Hard,WTA,0.5010648575312022,0.3401188660055937,11
Bu Yunchaokete,Hard,ATP,0.6447678934479417,0.3603203335322691,17
Cadence Brace,Hard,WTA,0.5669678448046771,0.3724340175953079,2
Cagla Buyukakcay,Clay,WTA,0.5066856837225887,0.4575396825396826,2
Caijsa Wilda Hennemann,Clay,WTA,0.5149593876000701,0.467099315510784,5
Caijsa Wilda Hennemann,Hard,WTA,0.4909090909090909,0.3243243243243243,2
Caleb Chakravarthi,Hard,ATP,0.3809523809523809,0.2162162162162162,1
Calvin Hemery,Hard,ATP,0.5476190476190477,0.3035714285714286,1
Cameron Norrie,Clay,ATP,0.620260090609274,0.3852205700277873,57
Cameron Norrie,Grass,ATP,0.659506835249284,0.3393321853524181,19
Cameron Norrie,Hard,ATP,0.6425204755799172,0.3630982070294877,95
Camila Giorgi,Clay,WTA,0.5771415681109865,0.4408798505187074,13
Camila Giorgi,Grass,WTA,0.5661884608245096,0.443184527240348,18
Camila Giorgi,Hard,WTA,0.5778095767365942,0.4266879863762106,44
Camila Osorio,Clay,WTA,0.5190157900565298,0.4620402872844827,36
Camila Osorio,Grass,WTA,0.5614818524739874,0.4406870947400982,11
Camila Osorio,Hard,WTA,0.5420773600108326,0.4518459377479318,52
Camilla Rosatello,Clay,WTA,0.507839731632264,0.4405098732684939,5
Camilla Rosatello,Hard,WTA,0.4482758620689655,0.4827586206896551,1
Camilo Ugo Carabelli,Clay,ATP,0.5544462148292312,0.3965488140683255,11
Camilo Ugo Carabelli,Hard,ATP,0.4662162162162162,0.364963503649635,2
Carlos Alcaraz,Clay,ATP,0.6335195551939501,0.3992724575838561,80
Carlos Alcaraz,Grass,ATP,0.6753059394262175,0.3485549795686601,25
Carlos Alcaraz,Hard,ATP,0.6583980293889283,0.3860285043393254,107
Carlos Gimeno Valero,Clay,ATP,0.4878048780487805,0.1578947368421053,1
Carlos Taberner,Clay,ATP,0.5387251692501374,0.350381397705882,15
Carlos Taberner,Grass,ATP,0.6608695652173913,0.2315789473684211,1
Carlos Taberner,Hard,ATP,0.5487804878048781,0.2651515151515151,2
Carol Zhao,Clay,WTA,0.4656785092701636,0.4420592272082257,3
Carol Zhao,Grass,WTA,0.5545753940249353,0.4111019736842105,3
Carol Zhao,Hard,WTA,0.571934445992322,0.4411833142535243,7
Carole Monnet,Clay,WTA,0.5512099696061408,0.4495595884225714,5
Carolina Alves,Clay,WTA,0.5099973685126225,0.3880359437846947,5
Carolina Alves,Hard,WTA,0.6727272727272727,0.5233644859813085,2
Caroline Dolehide,Clay,WTA,0.5638116536791896,0.4021932924002588,10
